year,agegrp,sex,dimd,scenario,mrtl_rate_50.0%,mrtl_rate_2.5%,mrtl_rate_97.5%,mrtl_rate_10.0%,mrtl_rate_90.0%
2013,30-34,men,1 most deprived,sc0,0.00162870337703953,0,0.00510148463455149,0,0.00339040603148111
2013,30-34,men,1 most deprived,sc1,0.00162870337703953,0,0.00510148463455149,0,0.00339040603148111
2013,30-34,men,2,sc0,0.00145359892501289,0,0.00322333904732222,0,0.00291082987978217
2013,30-34,men,2,sc1,0.00145359892501289,0,0.00322333904732222,0,0.00290697674418605
2013,30-34,men,3,sc0,0,0,0.00291992736944402,0,0.0016765357262792
2013,30-34,men,3,sc1,0,0,0.00291992736944402,0,0.002726288679034
2013,30-34,men,4,sc0,0,0,0.00402872708110537,0,0.00159312101910828
2013,30-34,men,4,sc1,0,0,0.00308142230042951,0,0.00159312101910828
2013,30-34,men,5,sc0,0,0,0.00346757260906002,0,0.00180212703678408
2013,30-34,men,5,sc1,0,0,0.00346757260906002,0,0.00180212703678408
2013,30-34,men,6,sc0,0,0,0.00290317576402277,0,0.00187092223593722
2013,30-34,men,6,sc1,0,0,0.00290317576402277,0,0.00187092223593722
2013,30-34,men,7,sc0,0,0,0.00221062271062271,0,0.00207082291693513
2013,30-34,men,7,sc1,0,0,0.00221062271062271,0,0.00207082291693513
2013,30-34,men,8,sc0,0,0,0.00237183231488138,0,0.00211596803058101
2013,30-34,men,8,sc1,0,0,0.00237183231488138,0,0.00213356882052033
2013,30-34,men,9,sc0,0,0,0.00241685144124169,0,0.00229677832302112
2013,30-34,men,9,sc1,0,0,0.00241685144124169,0,0.00228885436567086
2013,30-34,men,10 least deprived,sc0,0,0,0.00298976673518634,0,0.0028256590003361
2013,30-34,men,10 least deprived,sc1,0,0,0.00298976673518634,0,0.0028256590003361
2013,30-34,women,1 most deprived,sc0,0,0,0.00331414121445751,0,0.00172771437038101
2013,30-34,women,1 most deprived,sc1,0,0,0.00332837758896115,0,0.00173492337624102
2013,30-34,women,2,sc0,0,0,0.00312646130465279,0,0.00159261065228212
2013,30-34,women,2,sc1,0,0,0.00312646130465279,0,0.00159261065228212
2013,30-34,women,3,sc0,0,0,0.0032502527433181,0,0.00294160963354414
2013,30-34,women,3,sc1,0,0,0.0032502527433181,0,0.00294160963354414
2013,30-34,women,4,sc0,0,0,0.00322116394433107,0,0.00164473684210526
2013,30-34,women,4,sc1,0,0,0.00322116394433107,0,0.00164473684210526
2013,30-34,women,5,sc0,0,0,0.00188697716973005,0,0.00180636691828028
2013,30-34,women,5,sc1,0,0,0.00187324432661048,0,0.00179052330425011
2013,30-34,women,6,sc0,0,0,0.0036979963918653,0,0.00182916173782127
2013,30-34,women,6,sc1,0,0,0.0036145442219441,0,0.00182916173782127
2013,30-34,women,7,sc0,0,0,0.0038839830163964,0,0.00203005678683574
2013,30-34,women,7,sc1,0,0,0.0038839830163964,0,0.00203005678683574
2013,30-34,women,8,sc0,0,0,0.00218675642875572,0,0.0020746887966805
2013,30-34,women,8,sc1,0,0,0.00306548627583869,0,0.00207598818423583
2013,30-34,women,9,sc0,0,0,0.00341505246166262,0,0.00227272727272727
2013,30-34,women,9,sc1,0,0,0.00341505246166262,0,0.00227272727272727
2013,30-34,women,10 least deprived,sc0,0,0,0.00267417336907954,0,0.000234741784037579
2013,30-34,women,10 least deprived,sc1,0,0,0.00267417336907954,0,0
